sentiment	text 
negative	новый санкция сша в отношение внешэкономбанк (вэб) газпромбанк роснефть и новатэк вызывать рост неопределенность и недоверие что мож 
neutral	расчет потребительский кредит в россельхозбанк http://tco/rwxlhdjcfb 
neutral	получение автокредит втб 24 без прописка в москва 
neutral	проверка баланс на кредитный карта sberbank http://tco/tgjirfz5uy 
neutral	кредит в россельхозбанк в кабардино балкария http://tco/idhijulnag 
neutral	#сми сбербанк помогать свой должник построить керченский мост: @dailysmi_net глава сбербанк герман http://tco/a2s7sx7eru #новость 
negative	если терминал по-прежнему не работаетто тогда через сбербанк онлайн приходиться 
neutral	тур в кредит альфа банк 
neutral	инструкция по инкассация денежный средство в сбербанк http://tco/0ncy4oytkd #по #сбербанк 
neutral	 @omartynchik1: #уралсиб банк сарапул заявка на кредит http://tco/ag3nhz2hgl 
negative	райффайзен банк аваль за полгода получать 1 млрд гривень убыток 
neutral	где получать кредит до 75 год кредит для пенсионер в втб 24 в 60 65 70 год в 2014 год http://tco/h110iuaeeh 
positive	взять выгодный кредит онлайн в втб 24 под залог квартира или другой недвижимость  http://tco/i85moexxse 
neutral	 @ybobscufi23: информация банк россия о деятельность газпромбанк и внешэкономбанк 
positive	правление оао россельхозбанк утверждать программа развитие региональный сеть банк до 2020 год призывать решать сразу несколько страта 
negative	 @yonchik1: никогда не переводить деньги из #qiwi в #альфабанк это 5  календарный день минимум и потом еще поиск этот деньги #банка 21 
positive	журнал global finance признавать сбербанк онлайн хороший розничный интернет-банк в россия http://tco/fehyctyaxj 
positive	за полгода благодаря ипотека от россельхозбанк жилищный условие улучшать много 300 красноярский семья филиал выдавать на этот цель в общий с 
positive	журнал global finance признавать сбербанк онлайн: по результат проводить исследование журнал global finance  http://tco/rekpvmc4nu 
positive	@d_babich сбер собираться открывать сегодня 
neutral	@sberbank но и когда уже вы созревать господин банкир http://tco/fg88u95jhx 
negative	рано в альфа банк такой красивый девочка работать а щас какой-то забивать мышь 
neutral	сбербанк россия намерен построить недвижимость во весь страна: в скорый время сбербанк россия намерен вкладывать http://tco/ojzpbky9je 
neutral	http://tco/ftgjlxxhsi взять кредит в втб 24 наличные 
neutral	http://tco/i1dwwnvzmq оформлять заявка на кредит райффайзенбанк 
negative	под санкция канада попадать газпромбанк и вэб http://tco/ozapbp1mlj #klerk 
negative	21 июль finmarketru - рост неопределенность и недоверие вызывать новый раунд санкция сша в отношение вэб газпромбанк роснефть и 
neutral	http://tco/5hsweyuyvp сбербанк взять кредит на машина 
neutral	#tlt поволжский сбербанк проводить семинар по брокерский обслуживание http://tco/8wxnycxdtz #тлт 
positive	в скорый время сбербанк россия намерен вкладывать энный сумма средство в строительство объект недвижимость на весь территория страна общий 
neutral	http://tco/bmta53xeaq взять кредит в альфа банк нижний новгород 
neutral	http://tco/umixhreydn взять кредит в альфа банк в спб 
positive	сотрудник банк рассказывать как грамотно инвестировать в рынок ценный бумага и получать от это прибыль      поволжский сбербанк провед 
neutral	http://tco/7wpzr1eotf как взять кредит в альфа банк по интернет 
neutral	http://tco/zdw84bqjik взять кредит в россельхозбанк кемерово 
positive	 @retucargo: рейтинг стоимость бренд: apple — лидер два российский компания — сбербанк и мтс входить в топ-100 
neutral	http://tco/qnbtyip11s как взять кредит россельхозбанк 
neutral	поволжский сбербанк проводить семинар по брокерский обслуживание 
negative	@alfa_bank я всего лишь заменять сей карта (не номер) и теперь для разблокировка симкарта я надо ехать в отделение альфа-банк 
neutral	образец кредитный договор сбербанк россия http://tco/80coiwn5uw #россия #договор 
neutral	http://tco/7tc4rwqcrl как взять кредит в россельхозбанк в марья эл 
negative	банк москва быть гореть в ад я лично спускаться с небо проверять 
neutral	http://tco/ycwlligpkj получать небольшой кредит в райффайзен банк 
neutral	я просто зайти в альфа банк и увидеть этот журнал )мило 
neutral	http://tco/37iiabuquw со скольким год можно взять кредит в альфа банк 
neutral	банк москва отчитываться о первый результат в работа с региональный оператор: банк москва один из http://tco/luhgb3vsww #novosti 
neutral	http://tco/ao9xfcobmv взять потребительский кредит в альфа банк за 30 мина 
neutral	http://tco/gzj4niqnq3 взять кредит в альфа банк наличные 
negative	ограничительный мера затрагивать такой организация как газпромбанк внешэкономбанк калашников конструкторский бюро приборостроение но 
neutral	http://tco/wtpuun9kmr сбербанк россия как взять кредит на неотложный нужда 
neutral	http://tco/smu2bt3v7v как оформлять кредит в россельхозбанк 
positive	сбербанк онлайн хороший интернет-банк в россия: сбербанк онлайн позволять клиент управлять сво http://tco/qqiisqrrap #саратов 
neutral	http://tco/fub3pzo0h0 взять кредит в оао россельхозбанк 800 т 
neutral	http://tco/k1flrnmjl9 сбербанк россия взять кредит онега 
positive	по результат проводить исследование журнал global finance признавать сбербанк онлайн хороший розничный интернет-банк в россия в 2014 год 
negative	@alfa_bank раз уж на то пойти лентяй работать с физик 
neutral	http://tco/kohcpzrads оформлять кредитный карта сбербанк без справка 
neutral	http://tco/zgbpfevmzl взять кредит наличные в втб 24 калькулятор 
neutral	http://tco/esqt2ncup8 взять кредит альфа банк город спасск дальний 
neutral	http://tco/mnr6vojrk9 сбербанк кредит хоть я не работать мочь взять или нет 
neutral	@m4don_info комиссия быть начисляться согласно тариф @sberbank по перевод на другой карта 
neutral	http://tco/dzaxrr6cpp доверительный кредит втб 24 на какой условие взять 
negative	@max_katz лайфхак день: написать на стена #сбербанк и через пол час там выстраиваться очередь из 30 пенсионер 
neutral	http://tco/bmr7mfazxc взять потребительский кредит в газпромбанк 
negative	@alfa_bank передавать через хостес что занимать но при это когда к он сходить операционист с вопрос он она принимать 
neutral	http://tco/qbnptduer0 взять кредит в россельхозбанк город можга 
negative	#новый санкция затрагивать и газпромбанк  #sledui 
neutral	http://tco/zmcgjc8fdj взять кредит в райффайзенбанк в омск 
negative	#банкомат компания #сбербанк съедать #деньги и испортить я вечер и выходной #падло 
neutral	http://tco/mits4iczku оформлять кредитный карта райфайзенбанкаваль 
neutral	http://tco/m2s4pclr7n как взять кредит в альфа банк 
negative	вэб втб сбербанк - касса путин никогда не доверять они деньги 
neutral	судебный пристав ботлихский район совместно с работник оао россельхозбанк проводить рейдовый мероприятие по взыскание кредитный задол 
negative	 @inbergmck: россия: сбербанк повышать процентный ставка по ипотека http://tco/1zfbpzqjev 
neutral	http://tco/dntw38k4sp сбербанк рф как взять кредит в сумма 150000 руб 
neutral	http://tco/z8r6vtjpwm оформлять заявка на кредит в газпромбанк в кострома 
neutral	http://tco/snvmm7h6ip оформлять кредит в альфа банк 
neutral	курс доллар в орша покупка продажа /  / банк белвэб 10 270 10 320 / банк втб (беларусь) 10 230 10 350 / банк м http://tco/ppzprbmls8 
neutral	@arseny_pe @elukyanov @achupahina сбер 
neutral	http://tco/t8j9xe6ab9 банк москва в улан удэ оформлять кредит через 
negative	@just_ns @alfa_bank впизда этот карточка хорошо с наличка двигаться взять на заметка ярик мало ли со я такой случаться 
neutral	курс рубль в витебск покупка продажа /  / банк белвэб 291 295 / банк втб (беларусь) 276 298 / банк москва - ми http://tco/d3sjqrg9qf 
neutral	http://tco/73v4vezs8e взять кредит уралсиб банк калининград 
neutral	образец договор банковский вклад сбербанк http://tco/l2jugzw5ni #банковский #вклад 
neutral	с 25 июль по 25 август 2014 год новгородский региональный филиал оао россельхозбанк проводить месяц продажа http://tco/phpylnlekj 
neutral	 @sivyrymimad: сбербанк застраховывать имущество на полтриллион рубль 
neutral	в вологодский область сбербанк выдавать 1400 кредит доверие для малый бизнес 
neutral	http://tco/uw2viypjk4 minecraft портал в райффайзен bank 
positive	в 2013 год сбербанк каждый час выдавать жилищный кредит на 10 млн рублейв северный банк сбербанк россия подводить итог розничный кре 
neutral	@sberbank здравствовать возможно ли отправлять денг в турция у вы просто western union нет спасибо заранее 
negative	 @pbldrila: сбербанк коварный чем смсочек с день рождение отправлять хорошо бы высылать деньги 
negative	#iphone введение ограничительный мера затрагивать внешэкономбанк газпромбанк конструкторский бюро приборостроить http://tco/hmm8ys3cjv 
negative	@mizotw к сожаление но он только шестерка неткак и греф кстатиа сбер в крым не быть иметь филиалысейчас он укр-дочка @iskra_veter 
positive	с 1 август сбербанк начинать выдавать кредит на покупка недвижимость&amp;#8230; 
neutral	путевка в кредит от альфа банк 
neutral	http://tco/skwipa9hlr как узнавать мочь ли я взять кредит в альфа банк 
positive	газпром пользоваться услуга газпромбанк несмотря на санкция сша 
neutral	образец претензия в сбербанк россия о снятие арест http://tco/5n9cta2soo #снятие 
neutral	http://tco/olmzbyi6ix как взять кредит сбербанк волгоград 
neutral	http://tco/6x2zoqpomz оформлять кредитный карта в альфа банк 
neutral	http://tco/zbahzslt0i сбербанк получать кредит военный пенсия 
neutral	бланк на госпошлина загранпаспорт в сбербанк http://tco/xybdjvno8y #в #бланк 
neutral	@tvrain @olgabychkova украина хотеть размещать для финансирование ато военный облигация через сбербанк россия http://tco/o1herhrbll 
neutral	@holmogorov украина хотеть размещать для финансирование ато военный облигация через сбербанк россия http://tco/o1herhrbll 
neutral	доверенность сбербанк бланк http://tco/tufqftkh4y 
neutral	http://tco/mxzjq05ml0 взять потребительский кредит в банк москва 
neutral	http://tco/zlrkvkieoy сбербанк как получать кредит пенсионер 
positive	http://tco/sqyauccxcn новость экономика: сбербанк помогать в строительство керченский мост 
neutral	тур кредит альфа банк 
negative	сбербанк всегда со свой клиент вы работать - сбербанк тоже работать вы выходить с работа - сбербанк уже закрываться 
neutral	вчера что-то про сбербанк говорить я повторяться 
neutral	бланк доверенность на получение карта пин-конверт альфа банк http://tco/5mywgemqmn #доверенность #карта 
neutral	http://tco/14sv15iyeg оформлять кредитный карта в россельхозбанк онлайн 
positive	 @vihahezamyku: пресс-релиз банк: газпромбанк предоставлять оао алтайэнергосбыт овердрафтный кредит в размер 13 млрд рубль 
neutral	почему сбербанк россия активно кредитовать модернизация украинский впк | stockinfocusru http://tco/gvuebiuxdl 
neutral	http://tco/z1nivee49m сложно ли взять кредит в альфа банк 
positive	http://tco/bljiurddit новость экономика: сбербанк помогать в строительство керченский мост 
positive	с 1 август сбербанк начинать выдавать кредит на покупка недвижимость в хорватия 
negative	 @lovezme_s: и все-таки #сбербанк это #ад 
neutral	банк втб 24 выдача автокредит 
neutral	http://tco/6mtxzazw2j получать кредит в сбер банк 
neutral	образец заявление-анкета для открытие пластиковый карта в райффайзенбанк http://tco/ivhf2vvskg #заявление-анкета #открытие 
neutral	http://tco/cpssfh99ou как взять кредит в банк сбербанк приозерск 
negative	снимать деньги с карта сбера думать сейчас начислять куча бонусный спасибо оказываться - фига приходиться полагать обратно сбер не обхитрить :) 
neutral	при поддержка россельхозбанк в оренбуржье создаваться новый линия по переработка #mol http://tco/s92iqbuzzv 
neutral	http://tco/dbgb07m0uu сбербанк взять кредит и его процент 
positive	http://tco/qtsqdse62s новость экономика: сбербанк помогать в строительство керченский мост 
neutral	руководство воронежский филиал газпромбанк http://tco/aavcjnfjns #руководство 
neutral	телефонный справочник сбербанк 8623 http://tco/xfnzm2aukp #сбербанк 
positive	втб размещать еврооблигация на 350 млн швейцарский франк банк втб через зарегистрировать в люксембург дочерний компания vtb 
negative	а у кто-нибудь еще #sberbank-online не работать или это только у я такой #проблема не давать оплачивать вообще ничто писать: ошибка 
neutral	около 5 тысяча кировчанин обслуживаться в формат сбербанк премьер 
neutral	оао сбербанк россия россия руководство контакт http://tco/fp5uc9xhrp #россия #контакт 
neutral	пегас тур в кредит альфа банк 
neutral	взять кредит сбербанк http://tco/s9qefdhzvo 
neutral	банк клиент сбербанк скачать http://tco/tplilxzwzg 
positive	сбербанк запускать новый ипотечный продукт для участник накопительный-ипотечный система обеспечение жилье военнослужащий   сбербанк запу 
neutral	пристав помогать россельхозбанк взыскивать кредит у должник ботлихский районасудебный пристав ботлихский район совместно с работна 
neutral	журнал global finance признавать сбербанк онлайн хороший розничный интернет-банк в россиипо результат проводить исследование журнал glo 
negative	@alfa_bank информатор разбудить утро чтобы рассказывать о долг в 300р а специалист центр задолженность оказываться хам #доброеутро :( 
neutral	http://tco/lcm2pztqf1 сбербанк онлайн оформлять заявка на кредит наличные 
neutral	интернет-агентство далее завершать перезапуск сайт сбербанк первый 
neutral	http://tco/n1fv9lbgwr получать кредит райффайзенбанк 
neutral	http://tco/gzynk3ranx хотеть взять кредит в втб 24 какой условие 
neutral	http://tco/gpzwjnbs3x кемерово взять кредит банк москва 
neutral	пздц я лох вчера карта потерять сбербанк сегодня сотка 
neutral	 @msmaznuxin: правило получение кредит сбербанк г ульяновск http://tco/h61vnslbsf 
neutral	дальневосточный сбербанк предлагать приобретать подарочный монета ко день военно-морской флот 
positive	россельхозбанк выпускать платежный карта в поддержка амурский тигр 
neutral	http://tco/mc4ckml23i взять кредит сбербанк 200тыс 
neutral	райффайзен банкомат москва http://tco/3duu3awkor 
neutral	http://tco/jovezhvej3 мочь ли взять кредит в райффайзен банк аваль 
neutral	http://tco/8av3wviu6p россельхозбанк оформлять кредит онлайн 
negative	 @muradik57: @dadilov84 @sberbank  написать на пустой стена слово @sberbank  россия-как тут же около надпись образовываться длинный очередь из  
neutral	в путешествие с кредитный карта райффайзенбанк 
negative	@smartex_ мног дм) спойлер - сбербанк говноно мисшн комплитд 
neutral	http://tco/ma2sbbwqwt как получать кредит в россельхозбанк фермер 
negative	третий день в разный время (иногда весьма поздно )сотрудник альфа банк пытать знать ли я орехов вера павловнуне знать и позвать не мочь 
neutral	не посвящать шри ланка являться рожать мама следом красный сбербанк не подбирать #секс http://tco/vk0wfs11hj 
negative	@irina_ser у я такой история с #alfabank длиться 3 месяц и длиться бы еще если бы про она не написать газета ведомость 
neutral	 @gygisahidit: дальневосточный сбербанк предлагать приобретать подарочный монета ко день военно-морской флот 
neutral	https://tco/u2a9n2a9cf альфа банк как взять кредит 
neutral	@eliaszotov помогать мненужный дорогой лечение в москвеномер карта сбербанк 639002629019890903 действие карта до 0717 
positive	все много кировчанин пользоваться мобильный приложение сбербанк онл йн 
negative	если вы платить с карточка то скидка быть не 8 а 5% потому что сбербанк брать комиссия эра кеш никогда не уходить 
neutral	 @auffpsrsdzbb: сбербанк на телефон http://tco/sksac0ksa3 
neutral	@sberbank а если два карта 
negative	“@taviscaron:у банкомат @alfa_bank в отрадное до сей пора уже много год не мочь исправлять проблема с выдача наличка пиздец”@maksdar 
positive	сбербанк онлайн признавать хороший интернет-банк в россия много то сбербанк выигрывать в три номинация в рейтинг хороший банк в центр 
positive	рок-тусэ с альфа банк #picstitch @ турбаза лесной  http://tco/iptvfk7jlm 
positive	инновационный продукт для бизнес представлять сбербанк на it-форум в вологда 
neutral	образец анкета кандидат на работа в сбербанк http://tco/vdh4oqcwu7 #работа #анкета 
negative	 @sonyaleikina: многоуважаемый @sberbank с традиционно устойчивый связь поставлять в неловкий положение в ресторан http://tco/faota 
neutral	http://tco/zrgxiz3dqv ка получать потребительский кредит в альфа банк 
neutral	http://tco/azg4bqtutu можно ли взять кредит в банк сбербанк россия 
neutral	@believeinstucky: щас мама пойти в альфа банк альфа банк мой жизнь изменяться ахахахахваа 
neutral	http://tco/ly9rhgroxj банк втб киров взять кредитный карта через онлайн 
positive	к то же сбер давать я кредит в 19 год когда весь остальной банка побояться))) 
negative	@sberbank когда же глава сбербанк россия  и его администрация начинать думать голова  http://tco/vz2xqjpikw 
neutral	http://tco/pzstg7fnaj альфа банк взять второй кредит по зарплатной карта 
neutral	пошаговый инструкция сбербанк получение логин и пароль http://tco/yujtrhkzkh #сбербанк #логин 
neutral	 @sberbank: скидываться на подарок  отправлять sms на номер 900: перевод 9ххххххххх 500 (то быть телефон то кто собирать деньги и сум 
neutral	15 ноябрь оао &amp;laquo;россельхозбанк&amp;raquo; проводить в краснодар &amp;laquo;открытый диалог&amp;raquo; &amp;mdash; региональный совещание по проблема и 
neutral	http://tco/vubcgdsrml как получать кредит через сбербанк онлайн 
neutral	фактически это означать что сбербанк россия (moex: sber) втб (moex: vtbr) и россельхозбанк (moex: rshb) мочь лиш http://tco/radtrurdpf 
neutral	http://tco/dfxb1boqyi как оформлять кредитный карта альфа банк 
positive	кроме то сбербанк побеждать еще в три номинация 
positive	по состояние на 10 час утро 24 июнь рейтинг банк бурятия за который голосовать посетитель сайт байкал финанс возглавлять сбербанк росс 
neutral	http://tco/qxepbe9pe0 спб взять кредит альфа банк 
neutral	1 понимать что сбер этот только в вид российский 
positive	да мобильник здесь должный завоевывать рынок и сбер очень продвигаться на этот стезя 
positive	с 25 июль по 25 август 2014 год во весь отделение россельхозбанк на территория республика марья эл пройти месяц продажа ипотечный кред 
neutral	потребительский кредит в сбербанк ульяновск http://tco/to3lpisnuc 
negative	райффайзен банк аваль закрывать крымский филиал 
neutral	http://tco/zdss6bae4j взять кредит в филиал тульский оао альфа банк 
neutral	http://tco/23lld50mya оформлять кредит в россельхозбанк 
neutral	образец заполнение заявление о спорный операция по карта сбербанк http://tco/bxmrrtyesr #сбербанк #о 
neutral	http://tco/u5hjvflohn оформлять кредит в альфа банк мурманск 
neutral	ну а кто принадлежать сбер и кто он контролировать рассказывать не надо а уж получать 2о миллион доллар кредит 
positive	правление оао россельхозбанк утверждать программа развитие региональный сеть банк до 2020 год сообщать риа дагестан в пресс-служба 
positive	россельхозбанк утверждать программа развитие региональный сеть до 2020 год 
positive	в сентябрь текущий год клиент северный банк сбербанк россия совершать через сбербанк онлайн более 35 тысяча платеж за услуга жкх об 
neutral	http://tco/8xzu0ebmqq хотеть взять кредит банк уралсиб 
neutral	http://tco/mnqg5bgluf взять кредит в альфа банк сейчас 
positive	в май 2013 год в москва появляться первый 100 пункт прокат велосипедовбанк москва приобретать около один тысяча велосипед который в 
negative	 @puwylalufube: райффайзен банк аваль за полгода получать 1 млрд гривень убыток 
neutral	http://tco/7nwcrl9xiu взять кредит на 400000 тысяча сбербанк на 4 год 
neutral	http://tco/55cb8yrgko как взять кредит в газпромбанк и склька проц 
neutral	http://tco/sgoa9jylcj взять кредит в райффайзенбанк 
positive	между ао банк втб (грузия) и ебрр подписывать соглашение согласно который банк быть совместно осуществлять финансирование корпоративный к 
neutral	http://tco/vrzwjnjfoj россельхозбанквзять кредит в москва без регистрация 
negative	годовой отчет ита-монстр #крок: в прошлое #сбербанк и втб впереди робот и умный город:) http://tco/aczlxbgl4q 
positive	эм почта фиг с она но вот сбер и ржд пусть быть а они ж исправляться в последний время особенно сбер 
neutral	за сегодня этот двое успевать раз 2-3 сказать друг друг: у я сбербанк # 
neutral	 @darkbono: http://tco/xcdc2cig1k банк москва г краснодар потребительский кредит 
negative	в ульяновск бывший директор филиал россельхозбанк осуждать за хищение 25 млн рубль 
neutral	http://tco/rxqeelhcpg альфа банк оформлять заявка на кредит без залог 
neutral	ипотечный кредит в втб 24 условие и преимущество - почему http://tco/ojhocehghj 
neutral	выводить и обменивать з webmoney  qiwi  яндекс деньги  pm  на на приватбанк альфа-банк втб24 сбербанк и другой- очень высокий гарант 
neutral	 @gutulokdew: #условие получение кредит в россельхозбанк в нижний новгород http://tco/5rt3iqfdy2 
neutral	в любой какой удобно личка оплачивать сожно на сбер карта яндекс кошель или приват карта как удобно 
neutral	http://tco/ckine50r3t взять потребительский кредит сбербанк россия 
neutral	на день в марийский филиал россельхозбанк быть подводить итог акция ипотека от россельхозбанк – дизайн интерьер в подарок по ее усл 
positive	госбанк догонять рынок: сбербанк 23 июнь повышать ставка по отдельный вид вклад - онлайн-депозит и сберегательный сертификат он к 
neutral	райффайзен банк аваль сообщать клиент — пользователь система райффайзен аваль онлайн (интернет-банкинг для физический лицо) о снятие ли 
neutral	банк москва хабаровск руководство http://tco/smvlwo9o2k #хабаровск #банк 
neutral	бизнес онлайн http://tco/zemuljikhv пользователь сбербанк инструкция 
neutral	http://tco/wy1rjerxxw оформлять заявка на кредит наличные банк москва 
neutral	http://tco/o367fcukg7 оформлять кредит в альфа банк онлайн 
neutral	 @sawhxf: выводить и обменивать з webmoney  qiwi  яндекс деньги  pm  на на приватбанк альфа-банк втб24 сбербанк и другой- очень вы 
positive	банк втб 24 повышать ставка по три вклад в рубль http://tco/1cjshtzrda 
neutral	1 ноябрь 2013 год сбербанк россия запускать программа в рамка который клиент – физический лицо допускать просрочка по свой задолженна 
negative	клиент сбербанк россия временно не смочь пользоваться карточка сбербанк приостанавливать работа карта по весь россия включая кубань 
neutral	сбербанк москва программа молодой семья - http://tco/q40qc5o8v8 
positive	сбербанк предоставлять свой клиент возможность самостоятельный регистрация в сбербанк онлайн 
negative	@russia_sberbank начинать администрация думать голый http://tco/tnk0v39zvy 
negative	а мы как раз сегодня получать от юрист информация что ес и сша вводить еще санкция против расти компания в тот число газпромбанк втб и др 
